-76.0,-180.0,114.94
-76.0,-179.0,113.64
-76.0,-178.0,112.37
-76.0,-177.0,111.11
-76.0,-176.0,109.88
-76.0,-175.0,108.67
-76.0,-174.0,107.49
-76.0,-173.0,106.32
-76.0,-172.0,105.17
-76.0,-171.0,104.05
-76.0,-170.0,102.94
-76.0,-169.0,101.85
-76.0,-168.0,100.78
-76.0,-167.0,99.72
-76.0,-166.0,98.68
-76.0,-165.0,97.66
-76.0,-164.0,96.66
-76.0,-163.0,95.67
-76.0,-162.0,94.69
-76.0,-161.0,93.73
-76.0,-160.0,92.78
-76.0,-159.0,91.84
-76.0,-158.0,90.92
-76.0,-157.0,90.01
-76.0,-156.0,89.11
-76.0,-155.0,88.23
-76.0,-154.0,87.35
-76.0,-153.0,86.48
-76.0,-152.0,85.63
-76.0,-151.0,84.78
-76.0,-150.0,83.94
-76.0,-149.0,83.12
-76.0,-148.0,82.3
-76.0,-147.0,81.49
-76.0,-146.0,80.68
-76.0,-145.0,79.89
-76.0,-144.0,79.1
-76.0,-143.0,78.32
-76.0,-142.0,77.54
-76.0,-141.0,76.77
-76.0,-140.0,76.01
-76.0,-139.0,75.25
-76.0,-138.0,74.5
-76.0,-137.0,73.75
-76.0,-136.0,73.01
-76.0,-135.0,72.27
-76.0,-134.0,71.53
-76.0,-133.0,70.8
-76.0,-132.0,70.08
-76.0,-131.0,69.36
-76.0,-130.0,68.64
-76.0,-129.0,67.92
-76.0,-128.0,67.21
-76.0,-127.0,66.5
-76.0,-126.0,65.79
-76.0,-125.0,65.08
-76.0,-124.0,64.38
-76.0,-123.0,63.68
-76.0,-122.0,62.98
-76.0,-121.0,62.28
-76.0,-120.0,61.59
-76.0,-119.0,60.89
-76.0,-118.0,60.2
-76.0,-117.0,59.51
-76.0,-116.0,58.81
-76.0,-115.0,58.12
-76.0,-114.0,57.43
-76.0,-113.0,56.75
-76.0,-112.0,56.06
-76.0,-111.0,55.37
-76.0,-110.0,54.68
-76.0,-109.0,53.99
-76.0,-108.0,53.31
-76.0,-107.0,52.62
-76.0,-106.0,51.93
-76.0,-105.0,51.25
-76.0,-104.0,50.56
-76.0,-103.0,49.87
-76.0,-102.0,49.19
-76.0,-101.0,48.5
-76.0,-100.0,47.81
-76.0,-99.0,47.13
-76.0,-98.0,46.44
-76.0,-97.0,45.75
-76.0,-96.0,45.06
-76.0,-95.0,44.38
-76.0,-94.0,43.69
-76.0,-93.0,43.0
-76.0,-92.0,42.31
-76.0,-91.0,41.62
-76.0,-90.0,40.93
-76.0,-89.0,40.25
-76.0,-88.0,39.56
-76.0,-87.0,38.87
-76.0,-86.0,38.18
-76.0,-85.0,37.49
-76.0,-84.0,36.8
-76.0,-83.0,36.11
-76.0,-82.0,35.42
-76.0,-81.0,34.73
-76.0,-80.0,34.05
-76.0,-79.0,33.36
-76.0,-78.0,32.67
-76.0,-77.0,31.98
-76.0,-76.0,31.29
-76.0,-75.0,30.6
-76.0,-74.0,29.92
-76.0,-73.0,29.23
-76.0,-72.0,28.54
-76.0,-71.0,27.86
-76.0,-70.0,27.17
-76.0,-69.0,26.49
-76.0,-68.0,25.8
-76.0,-67.0,25.12
-76.0,-66.0,24.44
-76.0,-65.0,23.75
-76.0,-64.0,23.07
-76.0,-63.0,22.39
-76.0,-62.0,21.71
-76.0,-61.0,21.03
-76.0,-60.0,20.35
-76.0,-59.0,19.67
-76.0,-58.0,18.99
-76.0,-57.0,18.31
-76.0,-56.0,17.63
-76.0,-55.0,16.96
-76.0,-54.0,16.28
-76.0,-53.0,15.6
-76.0,-52.0,14.93
-76.0,-51.0,14.25
-76.0,-50.0,13.58
-76.0,-49.0,12.9
-76.0,-48.0,12.23
-76.0,-47.0,11.55
-76.0,-46.0,10.88
-76.0,-45.0,10.2
-76.0,-44.0,9.53
-76.0,-43.0,8.85
-76.0,-42.0,8.18
-76.0,-41.0,7.51
-76.0,-40.0,6.83
-76.0,-39.0,6.15
-76.0,-38.0,5.48
-76.0,-37.0,4.8
-76.0,-36.0,4.12
-76.0,-35.0,3.44
-76.0,-34.0,2.77
-76.0,-33.0,2.08
-76.0,-32.0,1.4
-76.0,-31.0,0.72
-76.0,-30.0,0.04
-76.0,-29.0,-0.65
-76.0,-28.0,-1.34
-76.0,-27.0,-2.03
-76.0,-26.0,-2.72
-76.0,-25.0,-3.41
-76.0,-24.0,-4.11
-76.0,-23.0,-4.8
-76.0,-22.0,-5.5
-76.0,-21.0,-6.2
-76.0,-20.0,-6.91
-76.0,-19.0,-7.61
-76.0,-18.0,-8.32
-76.0,-17.0,-9.04
-76.0,-16.0,-9.75
-76.0,-15.0,-10.47
-76.0,-14.0,-11.19
-76.0,-13.0,-11.91
-76.0,-12.0,-12.64
-76.0,-11.0,-13.37
-76.0,-10.0,-14.1
-76.0,-9.0,-14.84
-76.0,-8.0,-15.58
-76.0,-7.0,-16.32
