82.0,-180.0,-0.4
82.0,-179.0,0.07
82.0,-178.0,0.54
82.0,-177.0,1.0
82.0,-176.0,1.47
82.0,-175.0,1.93
82.0,-174.0,2.39
82.0,-173.0,2.85
82.0,-172.0,3.3
82.0,-171.0,3.75
82.0,-170.0,4.2
82.0,-169.0,4.64
82.0,-168.0,5.07
82.0,-167.0,5.49
82.0,-166.0,5.91
82.0,-165.0,6.32
82.0,-164.0,6.71
82.0,-163.0,7.1
82.0,-162.0,7.48
82.0,-161.0,7.84
82.0,-160.0,8.2
82.0,-159.0,8.54
82.0,-158.0,8.86
82.0,-157.0,9.17
82.0,-156.0,9.45
82.0,-155.0,9.73
82.0,-154.0,9.98
82.0,-153.0,10.21
82.0,-152.0,10.41
82.0,-151.0,10.59
82.0,-150.0,10.75
82.0,-149.0,10.87
82.0,-148.0,10.97
82.0,-147.0,11.03
82.0,-146.0,11.06
82.0,-145.0,11.05
82.0,-144.0,11.0
82.0,-143.0,10.91
82.0,-142.0,10.76
82.0,-141.0,10.57
82.0,-140.0,10.33
82.0,-139.0,10.03
82.0,-138.0,9.66
82.0,-137.0,9.23
82.0,-136.0,8.73
82.0,-135.0,8.15
82.0,-134.0,7.5
82.0,-133.0,6.75
82.0,-132.0,5.92
82.0,-131.0,4.99
82.0,-130.0,3.96
82.0,-129.0,2.82
82.0,-128.0,1.57
82.0,-127.0,0.21
82.0,-126.0,-1.27
82.0,-125.0,-2.87
82.0,-124.0,-4.59
82.0,-123.0,-6.42
82.0,-122.0,-8.36
82.0,-121.0,-10.41
82.0,-120.0,-12.56
82.0,-119.0,-14.78
82.0,-118.0,-17.08
82.0,-117.0,-19.42
82.0,-116.0,-21.79
82.0,-115.0,-24.18
82.0,-114.0,-26.55
82.0,-113.0,-28.9
82.0,-112.0,-31.19
82.0,-111.0,-33.41
82.0,-110.0,-35.56
82.0,-109.0,-37.6
82.0,-108.0,-39.54
82.0,-107.0,-41.37
82.0,-106.0,-43.08
82.0,-105.0,-44.67
82.0,-104.0,-46.14
82.0,-103.0,-47.49
82.0,-102.0,-48.72
82.0,-101.0,-49.84
82.0,-100.0,-50.85
82.0,-99.0,-51.75
82.0,-98.0,-52.56
82.0,-97.0,-53.27
82.0,-96.0,-53.89
82.0,-95.0,-54.43
82.0,-94.0,-54.89
82.0,-93.0,-55.28
82.0,-92.0,-55.6
82.0,-91.0,-55.85
82.0,-90.0,-56.04
82.0,-89.0,-56.18
82.0,-88.0,-56.26
82.0,-87.0,-56.29
82.0,-86.0,-56.28
82.0,-85.0,-56.22
82.0,-84.0,-56.13
82.0,-83.0,-55.99
82.0,-82.0,-55.82
82.0,-81.0,-55.61
82.0,-80.0,-55.38
82.0,-79.0,-55.11
82.0,-78.0,-54.82
82.0,-77.0,-54.5
82.0,-76.0,-54.15
82.0,-75.0,-53.78
82.0,-74.0,-53.39
82.0,-73.0,-52.98
82.0,-72.0,-52.55
82.0,-71.0,-52.1
82.0,-70.0,-51.64
82.0,-69.0,-51.15
82.0,-68.0,-50.66
82.0,-67.0,-50.14
82.0,-66.0,-49.61
82.0,-65.0,-49.07
82.0,-64.0,-48.52
82.0,-63.0,-47.95
82.0,-62.0,-47.38
82.0,-61.0,-46.79
82.0,-60.0,-46.19
82.0,-59.0,-45.58
82.0,-58.0,-44.96
82.0,-57.0,-44.34
82.0,-56.0,-43.7
82.0,-55.0,-43.06
82.0,-54.0,-42.41
82.0,-53.0,-41.75
82.0,-52.0,-41.08
82.0,-51.0,-40.41
82.0,-50.0,-39.73
82.0,-49.0,-39.05
82.0,-48.0,-38.36
82.0,-47.0,-37.66
82.0,-46.0,-36.96
82.0,-45.0,-36.25
82.0,-44.0,-35.54
82.0,-43.0,-34.82
82.0,-42.0,-34.1
82.0,-41.0,-33.37
82.0,-40.0,-32.64
82.0,-39.0,-31.91
82.0,-38.0,-31.17
82.0,-37.0,-30.43
82.0,-36.0,-29.69
82.0,-35.0,-28.94
82.0,-34.0,-28.19
82.0,-33.0,-27.43
82.0,-32.0,-26.68
82.0,-31.0,-25.92
82.0,-30.0,-25.15
82.0,-29.0,-24.39
82.0,-28.0,-23.62
82.0,-27.0,-22.85
82.0,-26.0,-22.08
82.0,-25.0,-21.31
82.0,-24.0,-20.53
82.0,-23.0,-19.75
82.0,-22.0,-18.98
82.0,-21.0,-18.19
82.0,-20.0,-17.41
82.0,-19.0,-16.63
82.0,-18.0,-15.84
82.0,-17.0,-15.06
